timestamp,open,high,low,close,volume,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,atr,stoch_k,stoch_d,sma_20,sma_50,ema_12,ema_26,hour,day_of_week,day_of_month,month,quarter,is_weekend,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos
2024-11-28 18:00:00,235.18,237.05,235.18,236.68,19653.372,39.07615480649183,-0.5792795035038409,-0.10542860441165469,-0.47385089909218625,244.5059991999061,238.1005,231.6950008000939,2.624285714285715,48.00995024875627,31.782085968715887,238.1005,235.7886,236.23755976239664,236.81683926590048,18,3,28,11,4,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384
2024-11-28 19:00:00,236.68,236.73,234.56,235.47,16926.736,40.70221066319888,-0.5975997492474505,-0.20386283337881386,-0.3937369158686367,244.01170152606392,237.77549999999997,231.53929847393601,2.5514285714285694,39.143279172821295,38.49485398486363,237.77549999999997,235.89399999999998,236.11947364510485,236.7170733943523,19,3,28,11,4,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384
2024-11-28 20:00:00,235.47,236.16,234.83,235.76,19738.95,41.274951706374694,-0.582009061448332,-0.2794920789927175,-0.3025169824556145,242.5629078162854,237.30949999999999,232.05609218371458,2.484999999999997,43.42688330871482,43.5267042434308,237.30949999999999,236.0912,236.0641700073964,236.64617906884473,20,3,28,11,4,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384
2024-11-28 21:00:00,235.76,236.67,235.49,235.78,16787.573,42.49834765366816,-0.5615661116176796,-0.3359068855177099,-0.22565922609996963,241.2907390987731,236.9185,232.5462609012269,2.4099999999999966,46.68769716088338,43.085953214139835,236.9185,236.22639999999998,236.02045154472003,236.5820176563377,21,3,28,11,4,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384
2024-11-28 22:00:00,235.78,237.99,235.61,237.94,15785.493,47.779111644657824,-0.3668422493672665,-0.34209395828762124,-0.024748291079645268,240.36693053112205,236.708,233.04906946887795,2.3978571428571405,84.62809917355364,58.24755988105062,236.708,236.3716,236.31576669168618,236.68260894105345,22,3,28,11,4,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384
2024-11-28 23:00:00,237.94,238.38,236.86,237.59,20195.513,56.574271499644624,-0.23802050829507948,-0.3212792682891129,0.08325875999403343,239.9407421404814,236.5885,233.23625785951862,2.2771428571428527,85.79136690647496,72.36905441363733,236.5885,236.5182,236.51180258527293,236.749823093568,23,3,28,11,4,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384
2024-11-29 00:00:00,237.59,238.76,236.68,236.87,19823.672,54.22343324250686,-0.1918152067907215,-0.2953864559894347,0.10357124919871319,239.325297456553,236.423,233.52070254344702,2.2528571428571382,68.1818181818184,79.53376142061568,236.423,236.65720000000002,236.56690987984632,236.75872508663704,0,4,29,11,4,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 01:00:00,236.87,238.32,236.47,237.99,32581.387,53.78266850068785,-0.0640838143666258,-0.24912592766487293,0.18504211329824713,239.26492434685684,236.406,233.54707565314317,2.164285714285709,87.03703703703734,80.33674070844357,236.406,236.8028,236.78584682140843,236.84993063577505,1,4,29,11,4,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 02:00:00,237.99,241.54,237.96,241.52,36913.903,66.52989449003525,0.3183163798615567,-0.135637466159587,0.4539538460211437,240.1200388454103,236.5585,232.9969611545897,2.2399999999999927,99.77064220183507,84.99649914023028,236.5585,237.04100000000003,237.51417807965328,237.19586169979172,2,4,29,11,4,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 03:00:00,241.52,243.1,241.13,241.95,32920.825,66.1930136175252,0.6485921288453369,0.021208452841397787,0.6273836760039391,241.01680375968758,236.75349999999997,232.49019624031237,2.1799999999999926,88.81322957198438,91.8736362702856,236.75349999999997,237.2378,238.19661222124506,237.54802009239972,3,4,29,11,4,0,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 04:00:00,241.95,242.14,240.18,240.5,27100.043,65.30373831775708,0.7842943010822694,0.17382562248957212,0.6104686785926973,241.3516661069665,236.8445,232.33733389303353,2.105714285714277,74.70817120622574,87.76401432668173,236.8445,237.37379999999996,238.55097957182275,237.76668527074048,4,4,29,11,4,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 05:00:00,240.5,242.18,240.11,240.54,19504.79,75.05016722408027,0.8848667231928857,0.3160338426302349,0.5688328805626508,241.84793297257437,237.08450000000002,232.32106702742567,2.0249999999999893,74.52736318407953,79.3495879874299,237.08450000000002,237.5546,238.85698271461928,237.9721159914264,5,4,29,11,4,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 06:00:00,240.54,241.28,239.81,240.71,21862.679,72.24702380952388,0.9671400827018601,0.4462550906445599,0.5208849920573002,242.31247976843895,237.3385,232.36452023156107,1.9364285714285623,72.01405152224838,73.74986197085123,237.3385,237.768,239.14206229698556,238.1749222142837,6,4,29,11,4,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 07:00:00,240.71,241.58,237.56,237.64,32897.028,57.65877957658773,0.7756774431980489,0.5121395611552577,0.26353788204279116,242.34705050848333,237.37599999999998,232.40494949151662,2.1035714285714198,36.06557377049165,60.868996158939865,237.37599999999998,237.94460000000004,238.910975789757,238.13529834655895,7,4,29,11,4,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 08:00:00,237.64,239.19,237.64,238.99,16894.897,57.259585166561905,0.7245237804164333,0.5546164050074929,0.1699073754089404,242.50008033308444,237.5315,232.56291966691555,2.080714285714277,51.87353629976594,53.317720530835324,237.5315,238.1106,238.9231333605636,238.19860958014718,8,4,29,11,4,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 09:00:00,238.99,240.89,238.74,240.44,24271.986,65.38699690402476,0.7918589588021234,0.6020649157664191,0.18979404303570435,242.83536649175014,237.7295,232.62363350824987,2.0792857142857053,67.83555018137845,51.92488675054536,237.7295,238.2324,239.15649745893842,238.3646385001363,9,4,29,11,4,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 10:00:00,240.44,241.82,240.24,241.76,24845.069,67.46216530849824,0.9408895520239753,0.6698298430179304,0.2710597090060449,243.32339372189546,238.05450000000002,232.78560627810458,2.097142857142848,82.39159001314053,67.36689216476164,238.05450000000002,238.39919999999998,239.55703631140943,238.61614675938546,10,4,29,11,4,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
