timestamp,open,high,low,close,volume,rsi,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,atr,stoch_k,stoch_d,sma_20,sma_50,ema_12,ema_26,hour,day_of_week,day_of_month,month,quarter,is_weekend,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos
2024-11-28 18:00:00,647.48,652.05,647.48,651.95,588.00036,47.97717842323657,3.810191589563715,5.688443211017616,-1.8782516214539013,661.1948740000078,652.687,644.1791259999923,7.237142857142844,37.688703800104314,24.484810261749335,652.687,635.196,651.2128370335879,647.4026454440242,18,3,28,11,4,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384
2024-11-28 19:00:00,651.95,660.88,651.41,657.49,1693.55238,53.72549019607846,4.028697520420906,5.356494072898275,-1.327796552477369,661.1094944408624,653.3520000000001,645.5945055591378,7.544999999999983,66.52785007808446,39.54537567239294,653.3520000000001,636.0032,652.1785544130358,648.1498568926149,19,3,28,11,4,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384
2024-11-28 20:00:00,657.49,657.71,651.94,653.3,599.59733,46.95975503062107,3.8197355286946504,5.04914236405755,-1.2294068353628997,661.1247149190345,653.5035,645.8822850809655,7.194999999999985,44.71629359708461,49.64428249175779,653.5035,636.9784000000001,652.351084503338,648.5313489746434,20,3,28,11,4,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384
2024-11-28 21:00:00,653.3,657.01,653.18,656.85,903.89494,58.15899581589956,3.895680002086351,4.8184498916633105,-0.9227698895769594,661.3839703603404,653.625,645.8660296396596,6.8785714285714175,63.19625195210846,58.146798542425834,653.625,637.9115999999999,653.0432253489784,649.147545346892,21,3,28,11,4,0,-0.7071067811865477,0.7071067811865474,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384
2024-11-28 22:00:00,656.85,659.7,656.49,659.35,1473.52202,55.708661417322816,4.11021564360874,4.676803042052397,-0.5665873984436569,662.1111617236957,654.0165000000001,645.9218382763045,6.406428571428559,76.21030713170248,61.37428422696519,654.0165000000001,638.8222000000001,654.0134983722124,649.9032827286037,22,3,28,11,4,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384
2024-11-28 23:00:00,659.35,659.64,651.58,654.07,2237.57066,45.8100558659219,3.8102624779228336,4.503494929226484,-0.6932324513036505,662.1577005611717,654.1275,646.0972994388284,6.386428571428553,48.72462259240006,62.71039389207033,654.1275,639.6338000000001,654.0221909303336,650.2119284524108,23,3,28,11,4,0,-0.25881904510252157,0.9659258262890681,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384
2024-11-29 00:00:00,654.07,659.86,653.41,653.83,2631.88278,44.69786033388198,3.5126893426654533,4.305333811914278,-0.7926444692488248,662.1697943537253,654.1435,646.1172056462748,6.28857142857141,47.475273295158985,57.47006767308718,654.1435,640.4336,653.9926230948977,650.4799337522322,0,4,29,11,4,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 01:00:00,653.83,655.08,651.66,654.81,925.78061,43.85294819766042,3.3176939877753284,4.107805847086488,-0.7901118593111596,662.2027420277303,654.171,646.1392579722698,5.89499999999999,52.57678292555934,49.592226271039465,654.171,641.2601999999999,654.1183733879903,650.800679400215,1,4,29,11,4,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 02:00:00,654.81,664.55,654.59,662.82,2369.78422,55.77167019027488,3.766085729809788,4.039461823631148,-0.2733760938213603,663.3968661286264,654.508,645.6191338713737,6.049285714285702,91.28024193548431,63.77743271873421,654.508,642.3282,655.4570851744534,651.6909994446436,2,4,29,11,4,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 03:00:00,662.82,663.24,657.55,657.95,1078.56556,52.96125276048991,3.685981416819118,3.9687657422687423,-0.2827843254496245,663.6435466814244,654.914,646.1844533185756,6.022857142857139,66.73387096774226,70.19696527626196,654.914,643.1876,655.8406105322298,652.1546291154107,3,4,29,11,4,0,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 04:00:00,657.95,658.77,654.6,655.75,1273.0509,54.3245469522241,3.405717565708869,3.8561561069567682,-0.45043854124789906,663.7028171971749,654.966,646.2291828028251,5.798571428571425,55.645161290322626,71.2197580645164,654.966,643.9366,655.8266704503483,652.4209528846394,4,4,29,11,4,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 05:00:00,655.75,656.37,653.71,653.88,1321.66333,58.479272888494755,2.9981522400159974,3.684555333568614,-0.6864030935526166,663.4303881434885,654.7765,646.1226118565116,5.3685714285714266,42.60355029585796,54.994194184640946,654.7765,644.6836,655.5271826887562,652.5290304487402,5,4,29,11,4,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 06:00:00,653.88,656.08,652.34,653.48,1181.03706,56.69986419194213,2.612758868148262,3.4701960404845438,-0.8574371723362817,663.0377138780855,654.5335000000001,646.0292861219148,5.349285714285713,35.564610011641626,44.604440532607406,654.5335000000001,645.4102,655.2122315058706,652.5994726377223,6,4,29,11,4,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 07:00:00,653.48,655.5,648.45,649.78,1895.15249,52.405857740585716,1.9858807691846323,3.173332986224562,-1.1874522170399295,662.3784476328645,654.0245,645.6705523671354,5.574999999999997,13.473930872876176,30.547363726791925,654.0245,646.0674,654.3765035818905,652.3906228127058,7,4,29,11,4,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 08:00:00,649.78,654.5,649.7,654.29,1189.57035,52.445652173912954,1.8318779193506316,2.9050419728497756,-1.073164053499144,662.0784264188638,653.871,645.6635735811361,5.59142857142857,36.273291925465536,28.437277603327782,653.871,646.7636,654.3631953385227,652.5313174191721,8,4,29,11,4,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 09:00:00,654.29,654.56,652.67,652.67,1497.89485,44.51275045537337,1.5611135450436677,2.636256287288554,-1.0751427422448865,661.9605965141785,653.7545,645.5484034858215,5.049999999999995,26.211180124223215,25.319467640854977,653.7545,647.3761999999999,654.1027037479807,652.5415902029371,9,4,29,11,4,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 10:00:00,652.67,654.87,650.87,654.72,1128.84001,51.699377692676,1.4947185105291965,2.4079487319366826,-0.9132302214074861,662.0620718877423,653.913,645.7639281122578,4.923571428571425,38.94409937888209,33.80952380952362,653.913,648.0506,654.1976724021375,652.7029538916083,10,4,29,11,4,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 11:00:00,654.72,660.0,652.42,656.38,2080.06862,49.41087991977936,1.558087432085813,2.2379764719665087,-0.6798890398806958,661.7810133545232,654.4205,647.0599866454767,5.191428571428568,49.25465838509314,38.136645962732814,654.4205,648.7708,654.533415109501,652.9753276774152,11,4,29,11,4,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 12:00:00,656.38,657.23,653.59,655.14,1422.82634,44.55086720165671,1.4910620865009605,2.088593594873399,-0.5975315083724384,661.4155871724679,654.7995,648.183412827532,5.22214285714285,41.552795031055766,43.25051759834366,654.7995,649.3906,654.6267358618854,653.1356737753845,12,4,29,11,4,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 13:00:00,655.14,670.0,654.39,659.04,3302.72217,56.67114093959719,1.7326683019373377,2.0174085362861867,-0.284740234348849,661.282804929959,655.3774999999999,649.4721950700409,5.761428571428569,49.14153132250552,46.64966157955147,655.3774999999999,650.071,655.3056995754415,653.5730312735042,13,4,29,11,4,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 14:00:00,659.04,660.22,656.03,659.12,2596.30905,57.13130223779987,1.9085971795364003,1.9956462649362297,-0.08704908539982936,661.635742724097,655.7360000000001,649.8362572759032,5.599999999999999,49.512761020881584,46.73569579148096,655.7360000000001,650.7836,655.8925150253735,653.9839178458371,14,4,29,11,4,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 15:00:00,659.12,662.0,656.31,659.7,2788.56258,56.66394112837294,2.0709506058086617,2.0107071331107162,0.0602434726979455,661.9633560035713,655.8464999999999,649.7296439964284,5.762142857142854,52.20417633410684,50.28615622583131,655.8464999999999,651.4408,656.4782819445468,654.4073313387381,15,4,29,11,4,0,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 16:00:00,659.7,661.88,655.04,656.81,1429.39388,40.48146974976235,1.9440086964117427,1.9973674457709216,-0.05335874935917895,662.0316995283508,656.022,650.0123004716493,5.539285714285719,38.79350348027804,46.83681361175548,656.022,651.9083999999999,656.5293154915396,654.5853067951278,16,4,29,11,4,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 17:00:00,656.81,657.66,654.05,654.34,1188.13164,43.81213575591363,1.6253618021956981,1.922966317055877,-0.2976045148601789,661.9381424222146,655.8965000000001,649.8548575777855,5.390714285714288,27.331786542923428,39.443155452436095,655.8965000000001,652.2657999999999,656.1924977236104,654.5671359214147,17,4,29,11,4,0,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 18:00:00,654.34,660.86,654.34,657.04,1920.22249,52.1739130434782,1.5725716508617325,1.8528873838170483,-0.28031573295531587,661.6299041708689,655.7810000000001,649.9320958291312,5.558571428571432,39.86078886310875,35.3286929621034,655.7810000000001,652.6954000000001,656.3228826892087,654.7503110383469,18,4,29,11,4,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 19:00:00,657.04,657.41,652.83,653.87,1161.5118,49.983855343881196,1.2604133083539182,1.7343925687244224,-0.4739792603705042,661.6328908391861,655.771,649.9091091608138,5.695714285714287,25.15081206496506,30.781129156999082,655.771,653.0247999999999,655.9455161216381,654.6851028132842,19,4,29,11,4,0,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 20:00:00,653.87,655.16,651.71,652.05,1477.05349,47.792528558196885,0.8562959367782241,1.5587732423351828,-0.7024773055569586,661.71939783612,655.682,649.64460216388,5.674999999999995,16.705336426913767,27.238979118329187,655.682,653.337,655.3462059490784,654.4899100123001,20,4,29,11,4,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 21:00:00,652.05,653.42,638.8,653.09,2729.72874,55.566767574840306,0.6128843671759796,1.3695954673033424,-0.7567111001273628,661.7338631632299,655.596,649.4581368367701,6.215714285714284,45.801282051282236,29.219143514387014,655.596,653.6285999999999,654.9990973415279,654.3862129743519,21,4,29,11,4,0,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 22:00:00,653.09,655.24,651.76,652.65,934.78578,46.8043647700702,0.38009314464216004,1.171695002771106,-0.7916018581289459,660.3244089919037,655.0875,649.8505910080962,6.1214285714285745,44.39102564102565,35.63254803974055,655.0875,653.8712,654.6376977505236,654.2576046058814,22,4,29,11,4,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-29 23:00:00,652.65,654.89,651.91,654.45,1251.2675,53.444272445820566,0.33696505696309487,1.0047490136095036,-0.6677839566464088,659.9777536695462,654.9125,649.8472463304538,6.19928571428572,50.16025641025663,46.78418803418817,654.9125,654.1302000000001,654.6088211735199,654.2718561165568,23,4,29,11,4,0,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2024-11-30 00:00:00,654.45,655.41,649.66,650.71,1819.37807,42.71703596077015,0.000987608702075704,0.8039967326280181,-0.8030091239259424,660.0419358287502,654.6605,649.2790641712497,6.32428571428572,38.17307692307713,44.24145299145314,654.6605,654.2633999999999,654.0090025314399,654.0080149227379,0,5,30,11,4,1,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384
2024-11-30 01:00:00,650.71,651.6,647.81,649.18,1152.9562,36.86131386861321,-0.38430512265586003,0.5663363615712425,-0.9506414842271025,660.3350194390077,654.4255,648.5159805609924,6.053571428571437,33.26923076923071,40.534188034188155,654.4255,654.3632,653.2660790650644,653.6503841877203,1,5,30,11,4,1,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384
2024-11-30 02:00:00,649.18,651.43,648.2,651.42,908.40303,43.45070422535214,-0.5031036429771802,0.35244836066155794,-0.8555520036387382,660.371569088886,654.3225,648.273430911114,6.024285714285717,40.448717948717906,37.29700854700857,654.3225,654.3861999999999,652.9820669012083,653.4851705441855,2,5,30,11,4,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384
